32782	32782	32781	32781	32782	32783	32781	32783	32782	32782	32781	32781	32781	32782	32782	32781	32781	32782	32782	32782	32780	32783	32782	32782	32783	32782	32784	32784
32781	32781	32782	32781	32780	32781	32781	32783	32782	32782	32782	32782	32781	32782	32782	32781	32782	32781	32781	32781	32780	32782	32783	32784	32781	32782	32783	32783
32781	32781	32782	32778	32782	32781	32783	32784	32784	32785	32785	32782	32781	32782	32781	32782	32782	32783	32783	32783	32782	32780	32783	32783	32782	32781	32781	32780
32779	32781	32782	32781	32782	32781	32780	32783	32782	32785	32784	32783	32784	32782	32782	32784	32783	32785	32784	32782	32783	32781	32784	32781	32782	32782	32781	32783
32778	32780	32782	32783	32781	32783	32783	32783	32784	32783	32782	32784	32784	32784	32781	32781	32783	32783	32783	32783	32782	32782	32782	32782	32781	32783	32783	32782
32778	32780	32784	32784	32781	32781	32783	32783	32781	32782	32784	32784	32784	32783	32783	32784	32784	32784	32783	32783	32782	32783	32786	32784	32782	32783	32783	32782
32791	32785	32784	32782	32781	32781	32783	32781	32781	32785	32785	32783	32783	32783	32785	32783	32784	32785	32785	32787	32784	32782	32783	32783	32783	32782	32782	32781
32794	32793	32789	32783	32781	32784	32783	32780	32782	32783	32782	32783	32783	32783	32784	32784	32784	32784	32784	32783	32784	32782	32783	32783	32783	32783	32781	32782
32846	32839	32837	32836	32838	32842	32836	32830	32814	32799	32792	32785	32780	32781	32783	32783	32784	32783	32783	32784	32783	32782	32784	32783	32782	32784	32784	32782
32925	32912	32918	32932	32933	32935	32932	32927	32908	32891	32869	32849	32819	32794	32783	32784	32785	32783	32784	32785	32784	32783	32784	32784	32786	32784	32784	32783
32977	32989	33007	32994	33001	32977	32972	32977	32973	32966	32967	32955	32922	32885	32842	32802	32786	32784	32783	32785	32783	32785	32785	32784	32785	32783	32782	32781
32976	32997	33010	32988	32965	32944	32941	32937	32961	32977	32978	32974	32971	32973	32942	32895	32838	32794	32783	32784	32783	32788	32784	32785	32782	32784	32784	32784
32957	32923	32963	32915	32912	32910	32895	32893	32909	32920	32936	32933	32954	32970	32966	32958	32916	32853	32799	32785	32784	32783	32783	32784	32783	32782	32783	32781
32898	32926	32937	32892	32893	32890	32876	32878	32888	32881	32892	32902	32909	32912	32931	32946	32947	32913	32851	32795	32786	32788	32786	32786	32785	32782	32782	32783
32872	32890	32904	32894	32884	32895	32885	32888	32886	32879	32886	32876	32886	32887	32897	32927	32940	32930	32894	32825	32787	32791	32783	32783	32784	32783	32782	32784
32852	32864	32874	32875	32875	32880	32871	32869	32872	32872	32886	32883	32886	32904	32884	32897	32927	32946	32933	32868	32801	32784	32785	32785	32783	32785	32784	32784
