32828	32836	32824	32816	32835	32821	32833	32840	32863	33177	34655	36106	36028	34882	34190	33918	33700	33472	33253	33431	33720	34072	34103	34054	33952	33059	33336	34240
32821	32838	32822	32815	32834	32827	32833	32846	32845	33035	34528	36012	36155	35031	34315	33991	33821	33633	33295	33469	33831	34073	34134	34199	33950	33109	33288	34066
32827	32840	32819	32821	32837	32825	32828	32839	32830	32964	34384	36098	36164	35403	34564	34009	33965	33816	33491	33361	33689	33791	33812	34051	33703	33050	33298	33805
32820	32828	32816	32820	32828	32818	32827	32830	32819	32901	34026	35779	36289	35735	34774	34050	33989	34001	33708	33553	33598	33480	33717	33928	33677	33068	33267	33580
32819	32816	32817	32816	32821	32820	32824	32825	32813	32881	33635	35385	36349	35779	35017	34243	33907	33995	33848	33755	33649	33489	33534	33716	33630	33143	33219	33432
32821	32815	32816	32815	32826	32819	32814	32816	32809	32838	33397	34824	36119	35836	35410	34520	33977	33848	33911	33817	33705	33872	33539	33514	33480	33271	33359	33528
32819	32818	32816	32816	32833	32835	32824	32816	32808	32821	33184	34402	35464	36005	35906	35002	34277	33870	33820	33826	33764	33714	33814	33413	33459	33523	33744	33813
32816	32819	32818	32819	32813	32838	32844	32821	32813	32818	33001	33830	35116	35867	35708	35296	34879	34369	34053	33810	33834	33719	33741	33580	33831	34059	34157	33933
32814	32815	32813	32817	32812	32817	32827	32816	32817	32810	32862	33307	34326	35369	35750	35571	35343	34970	34597	34192	33833	33660	33791	33777	33818	33973	33942	33891
32810	32808	32811	32814	32809	32809	32818	32808	32811	32820	32828	33027	33735	34624	35074	34960	35198	35011	34877	34585	34384	34000	33800	33631	33531	33664	33660	33673
32811	32815	32813	32815	32811	32813	32829	32820	32817	32820	32815	32960	33483	34278	34892	34991	34880	34998	34848	34726	34689	34345	34474	34141	33817	33693	33642	33563
32820	32820	32814	32815	32813	32823	32829	32836	32833	32828	32811	32921	33414	34362	35205	35426	35202	35117	34683	34573	34594	34665	34704	34666	34639	34296	33828	33727
