33671	33670	33673	33674	33676	33679	33680	33688	33685	33688	33676	33683	33724	33782	33526	32952	32834	32808	33042	32902	32764	32767	32768	32768	32768	32768	32768	32768
33667	33670	33671	33681	33688	33671	33682	33688	33683	33681	33681	33710	33781	33675	33171	32832	32843	32818	33049	32897	32765	32767	32768	32768	32768	32768	32768	32768
33666	33676	33674	33673	33680	33677	33678	33672	33667	33666	33678	33752	33742	33361	32905	32829	32833	32826	33040	32890	32766	32767	32768	32768	32768	32768	32768	32768
33651	33666	33669	33666	33671	33673	33677	33672	33667	33674	33718	33768	33514	33037	32809	32847	32822	32834	33036	32893	32765	32767	32768	32768	32768	32768	32768	32768
33662	33668	33668	33659	33665	33672	33671	33667	33671	33704	33766	33617	33171	32846	32816	32851	32814	32840	33023	32902	32765	32767	32768	32768	32768	32768	32768	32768
33662	33660	33663	33661	33670	33668	33664	33675	33689	33757	33702	33306	32917	32818	32840	32831	32822	32849	33007	32915	32765	32767	32768	32768	32768	32768	32768	32768
33668	33662	33666	33661	33666	33665	33666	33681	33728	33754	33455	33006	32823	32826	32846	32812	32836	32858	32999	32921	32764	32767	32768	32768	32768	32768	32768	32768
33687	33670	33658	33671	33671	33672	33689	33715	33775	33590	33111	32841	32812	32831	32847	32811	32844	32858	32995	32916	32764	32767	32768	32768	32768	32768	32768	32768
33719	33691	33673	33672	33673	33690	33719	33765	33665	33231	32867	32814	32818	32841	32838	32814	32851	32846	32997	32912	32763	32767	32768	32768	32768	32768	32768	32768
33741	33736	33714	33704	33710	33735	33768	33694	33330	32919	32817	32818	32823	32850	32839	32811	32859	32831	32997	32907	32764	32767	32768	32768	32768	32768	32768	32768
33630	33731	33760	33757	33757	33760	33658	33351	32966	32820	32822	32820	32820	32852	32849	32826	32860	32811	33002	32905	32764	32767	32768	32768	32768	32768	32768	32768
33405	33570	33677	33697	33660	33561	33327	32997	32823	32818	32821	32815	32814	32847	32858	32850	32871	32800	32995	32904	32765	32767	32768	32768	32768	32768	32768	32768
33152	33299	33411	33439	33368	33215	32990	32838	32820	32818	32823	32816	32811	32836	32852	32855	32875	32800	32992	32907	32765	32767	32768	32768	32768	32768	32768	32768
32964	33064	33142	33137	33047	32922	32827	32819	32817	32814	32813	32810	32813	32819	32828	32835	32874	32797	32991	32903	32765	32767	32768	32768	32768	32768	32768	32768
32862	32907	32935	32908	32852	32824	32817	32819	32814	32815	32812	32811	32811	32816	32814	32820	32870	32800	32991	32903	32765	32767	32768	32768	32768	32768	32768	32768
32827	32832	32830	32822	32817	32819	32818	32815	32815	32812	32814	32810	32811	32812	32806	32819	32865	32804	32988	32904	32764	32767	32768	32768	32768	32768	32768	32768
32814	32810	32804	32809	32818	32820	32817	32816	32816	32813	32811	32814	32810	32812	32811	32829	32851	32810	32992	32902	32765	32767	32768	32768	32768	32768	32768	32768
32805	32799	32808	32815	32817	32815	32818	32817	32814	32811	32810	32811	32812	32811	32808	32833	32839	32816	32995	32899	32765	32767	32768	32768	32768	32768	32768	32768
