       0       0   1   0     0     0     0    30   1.00000005281463966166910e-02  0.000e+00  2.734e+00  1.167e+01 -1.141e+00 -2.149e+00      22     1     0   0    0    0 conv NULL NULL
       0       0   1   0     0     0     0    30   1.00000005296269102450513e-02  3.149e-01  4.549e-01  1.122e+01 -1.186e+00 -2.142e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    30   1.00000005312910599658549e-02  3.390e-01  5.140e-01  1.078e+01 -1.342e+00 -1.934e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    30   1.00000005326291753482426e-02  2.173e-01  4.113e-01  1.047e+01 -1.565e+00 -1.802e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    30   1.00000005334467227668949e-02  1.761e-01  2.488e-01  1.035e+01 -1.745e+00 -1.685e+00     -11     3     1   0    0    0 eBrem NULL NULL
       0       0   1   0     0     0     0    30   1.00000005348355736067845e-02  2.589e-01  4.295e-01  1.018e+01 -2.016e+00 -1.409e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    30   1.00000005352402828590064e-02  7.668e-02  1.223e-01  1.013e+01 -2.096e+00 -1.330e+00     -11     3     1   0    0    0 eBrem NULL NULL
       0       0   1   0     0     0     0    30   1.00000005365233606696718e-02  5.012e-01  3.972e-01  9.961e+00 -2.423e+00 -1.200e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    30   1.00000005376553614128143e-02  5.054e-01  3.504e-01  9.779e+00 -2.701e+00 -1.106e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    30   1.00000005388105831644063e-02  3.566e-01  3.601e-01  9.600e+00 -2.975e+00 -9.959e-01     -11     3     1   0    0    0 Transportation NULL NULL
       0       0   1   0     0     0     0    29   1.00000005388107323506253e-02  0.000e+00  4.468e-05  9.600e+00 -2.975e+00 -9.958e-01     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005395709645056312e-02  1.513e-01  2.339e-01  9.534e+00 -3.176e+00 -9.047e-01     -11     3     1   0    0    0 eBrem NULL NULL
       0       0   1   0     0     0     0    29   1.00000005405451817402929e-02  1.968e-01  3.084e-01  9.353e+00 -3.369e+00 -1.046e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005414274568960042e-02  1.658e-01  2.787e-01  9.192e+00 -3.499e+00 -1.221e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005424395951858507e-02  2.354e-01  3.243e-01  8.903e+00 -3.509e+00 -1.343e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005434149538685595e-02  1.801e-01  3.139e-01  8.705e+00 -3.738e+00 -1.365e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005443621909489993e-02  2.561e-01  3.060e-01  8.448e+00 -3.810e+00 -1.489e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005452346250184315e-02  1.544e-01  2.825e-01  8.178e+00 -3.834e+00 -1.508e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005460391064998626e-02  1.584e-01  2.602e-01  7.946e+00 -3.917e+00 -1.463e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005470237216670393e-02  3.088e-01  3.287e-01  7.724e+00 -4.134e+00 -1.430e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005477822763444440e-02  1.999e-01  2.497e-01  7.678e+00 -4.338e+00 -1.544e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005486026149331691e-02  1.237e-01  2.771e-01  7.677e+00 -4.561e+00 -1.679e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005493426739888729e-02  1.413e-01  2.487e-01  7.705e+00 -4.747e+00 -1.821e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005501221251452693e-02  1.405e-01  2.680e-01  7.827e+00 -4.926e+00 -1.947e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005508940146420338e-02  1.384e-01  2.696e-01  7.899e+00 -5.143e+00 -1.845e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005516597250537769e-02  1.647e-01  2.729e-01  7.846e+00 -5.388e+00 -1.831e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005524190395400641e-02  2.012e-01  2.792e-01  7.828e+00 -5.611e+00 -1.712e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005530755907423579e-02  1.218e-01  2.427e-01  7.869e+00 -5.740e+00 -1.539e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005537782214043441e-02  1.307e-01  2.780e-01  7.713e+00 -5.603e+00 -1.408e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005543890452958111e-02  1.661e-01  2.401e-01  7.537e+00 -5.700e+00 -1.477e+00     -11     3     1   0    0    0 msc NULL NULL
       0       0   1   0     0     0     0    29   1.00000005551342131121517e-02  4.229e-01  4.020e-01  7.433e+00 -5.732e+00 -1.658e+00     -11     3     1   0    0    0 eIoni NULL NULL
       0       0   1   0     0     0     0    29   1.00000005555612690721912e-02  1.666e-01  2.809e-01  7.440e+00 -5.653e+00 -1.742e+00     -11     3     1   0    0    0 eIoni NULL NULL
       0       0   1   0     0     0     0    29   1.00000005558649341513844e-02  1.531e-01  2.317e-01  7.382e+00 -5.603e+00 -1.761e+00     -11     3     1   0    0    0 eIoni NULL NULL
       0       0   1   0     0     0     0    29   1.00000005560555074030082e-02  1.956e-01  1.822e-01  7.391e+00 -5.629e+00 -1.725e+00     -11     3     1   0    0    0 eIoni NULL NULL
       0       0   1   0     0     0     0    29   1.00000005561203600401576e-02  1.463e-01  6.932e-02  7.394e+00 -5.637e+00 -1.734e+00     -11     3     1   0    0    0 eIoni NULL NULL
       0       0   1   0     0     0     0    29   1.00000005561203600401576e-02  0.000e+00  0.000e+00  7.394e+00 -5.637e+00 -1.734e+00     -11     3     1   0    0    0 annihil NULL NULL
       0       0   1   0     0     0     0    28   1.00000005743763609178387e-02  5.110e-01  9.563e-01  4.251e+00 -3.356e+00 -5.591e+00      22     8     3   1    0    0 phot NULL NULL
       0       0   1   0     0     0     0    37   1.00000005658903816374572e-02  8.310e-02  4.681e-01  9.076e+00 -6.858e+00  3.299e-01      22     7     3   2    0    0 compt NULL NULL
       0       0   1   0     0     0     0    38   1.00000005868800482394798e-02  4.279e-01  5.644e+00  1.416e+01 -5.904e+00  3.909e+00      22     7     3   2    0    0 phot NULL NULL
