 ,Voxels,Volume(mm^3),%Volume,Mean,StdDev,Min,Max,Mode,Median
667,21952,175616,100,33407.699,598.150,32775,35674,32808.973,33295
668,21952,175616,100,999.544,184.907,112,2460,937.469,981
669,21952,175616,100,1073.667,376.987,0,4459,940.570,1014
670,21952,175616,100,834.632,325.062,0,1144,925.031,950
671,21952,175616,100,1000.695,191.990,116,1975,922.051,1028
672,21952,175616,100,1105.444,370.290,5,4508,937.262,1034
673,21952,175616,100,32985.593,126.228,32770,33586,32779.562,32984
674,21952,175616,100,33501.489,234.451,32755,35119,33502.984,33499
675,21952,175616,100,33506.774,286.488,32682,34950,33514.781,33493
676,21952,175616,100,33472.119,359.269,32691,35407,32797.094,33490
677,21952,175616,100,33415.694,366.201,32720,34845,32803.008,33404
678,21952,175616,100,33136.630,217.379,32737,33629,32778.812,33203
679,21952,175616,100,33717.551,445.214,32680,36228,33636.297,33680
680,21952,175616,100,33637.652,517.412,32680,36349,32808.988,33635
681,21952,175616,100,33714.028,464.788,32705,36165,32799.609,33701
682,21952,175616,100,1018.007,152.456,101,1681,921.859,1036
683,21952,175616,100,32872.197,68.683,32763,33173,32767.805,32869
684,21952,175616,100,33228.490,342.174,32736,34353,32780.215,33252
685,21952,175616,100,33189.946,309.143,32739,34300,32781.684,33212
686,21952,175616,100,32828.476,34.097,32771,33037,32774.117,32830
687,21952,175616,100,34063.000,816.604,32687,38075,32855.375,34195
688,21952,175616,100,33661.518,940.415,32668,37617,32841.988,33181
689,21952,175616,100,33941.773,973.535,32714,38357,32824.215,33945
690,21952,175616,100,34007.969,796.424,32693,37680,32848.844,34165
691,21952,175616,100,34109.839,949.526,32677,37567,32810.711,34309
692,21952,175616,100,34099.394,968.634,32686,37432,32815.773,34258
693,21952,175616,100,33861.945,1049.880,32689,38179,32817.672,33669
694,21952,175616,100,33643.025,506.146,32589,36001,32802.250,33664
695,21952,175616,100,33690.683,495.086,32577,36631,32814.539,33782
696,21952,175616,100,33088.840,214.191,32724,34315,32835.867,33086
697,21952,175616,100,1005.927,292.102,137,1856,1137.512,1128
698,21952,175616,100,849.193,339.153,0,1493,1090.590,961
699,21952,175616,100,33183.610,157.141,32740,33867,33087.785,33164
700,21952,175616,100,33161.598,176.589,32729,33890,33123.559,33153
701,21952,175616,100,33081.467,229.001,32710,33820,32779.375,33105
702,21952,175616,100,33132.362,201.836,32715,33851,32777.125,33138
703,21952,175616,100,33096.586,221.969,32717,33866,32775.348,33110
704,21952,175616,100,33180.164,162.399,32717,33866,33089.527,33165
705,21952,175616,100,33990.980,936.603,32559,37017,32820.211,34037
706,21952,175616,100,33902.115,917.192,32632,37651,32828.055,34017
707,21952,175616,100,33723.916,515.735,32682,36777,32793.973,33679
708,21952,175616,100,33361.475,238.035,32714,34151,33269.715,33335
709,21952,175616,100,33215.144,324.048,32672,34357,32777.312,33234
710,21952,175616,100,33368.981,283.260,32695,35167,33496.469,33442
711,21952,175616,100,333.759,123.921,19,920,349.836,339
712,21952,175616,100,33713.007,546.798,32736,36776,33619.750,33622
713,21952,175616,100,33795.807,703.647,32623,37077,32796.984,33686
714,21952,175616,100,33847.819,496.478,32684,35786,32805.172,33933
715,21952,175616,100,1022.312,300.201,1,2090,1069.980,1069
716,21952,175616,100,34059.723,451.227,32731,36183,33944.594,33976
717,21952,175616,100,33664.930,764.931,32617,36284,32803.215,33668
718,21952,175616,100,33414.514,324.283,32663,34825,33321.734,33359
719,21952,175616,100,33824.707,595.982,32631,35989,33522.969,33750
720,21952,175616,100,33864.317,975.347,32516,39152,32827.062,33909
721,21952,175616,100,33628.332,512.185,32704,35690,33520.484,33529
722,21952,175616,100,33440.131,389.792,32672,34595,32792.188,33450
723,21952,175616,100,33324.351,134.533,32897,34193,33332.375,33325
724,21952,175616,100,34121.061,664.731,32721,36650,33948.812,34073
725,21952,175616,100,183.817,142.138,2,777,20.164,163
726,21952,175616,100,33443.940,418.224,32668,35968,33441.438,33426
727,21952,175616,100,307.115,132.804,7,837,285.828,297
728,21952,175616,100,597.236,412.477,0,2166,1040.695,578
729,21952,175616,100,677.176,476.242,0,2136,116.812,969
730,21952,175616,100,778.367,353.953,0,1785,1059.844,977
731,21952,175616,100,758.693,398.591,0,1361,21.266,972
732,21952,175616,100,800.183,339.318,0,1652,909.891,939
733,21952,175616,100,32409.841,485.370,31683,34865,32888.680,32637
734,21952,175616,100,32764.350,322.519,31663,33777,32843.867,32834
735,21952,175616,100,33958.026,646.498,32645,36837,34167.875,33988
736,21952,175616,100,895.949,349.219,0,1861,1054.082,1046
737,21952,175616,100,33761.818,599.673,32723,35941,32823.562,33759
738,21952,175616,100,427.884,161.662,50,892,299.969,358
739,21952,175616,100,33360.819,337.732,32744,34314,32793.062,33306
740,21952,175616,100,33344.855,324.587,32781,34425,33236.953,33280
741,21952,175616,100,195.364,114.949,0,757,183.336,190
742,21952,175616,100,190.057,101.538,2,509,148.555,161
743,21952,175616,100,33755.244,830.310,32649,36506,32814.730,33650
744,21952,175616,100,33734.603,529.751,32626,36377,32831.133,33743
745,21952,175616,100,33349.028,453.111,32753,35077,32816.547,33348
746,21952,175616,100,262.808,146.391,17,945,31.500,302
747,21952,175616,100,287.958,231.518,0,950,0.000,280
748,21952,175616,100,255.193,129.753,0,1240,251.875,243
749,21952,175616,100,32803.325,261.133,31793,35448,32835.246,32836
750,21952,175616,100,34440.990,946.185,32710,39938,32822.938,34577
751,21952,175616,100,33109.506,228.222,32717,34197,32774.812,33138
752,21952,175616,100,241.137,137.732,1,602,12.738,275
753,21952,175616,100,32722.405,328.094,31752,34790,32914.984,32830
754,21952,175616,100,1050.549,172.851,0,2514,1080.234,1070
755,21952,175616,100,1124.940,142.475,17,1607,1172.234,1154
756,21952,175616,100,82.873,60.973,0,352,13.750,74
757,21952,175616,100,896.613,354.159,0,1454,1141.617,1043
758,21952,175616,100,32909.806,97.487,32768,33226,32782.312,32898
759,21952,175616,100,32880.973,59.852,32769,33091,32855.789,32868
760,21952,175616,100,32956.241,131.995,32762,33332,32790.945,32956
761,21952,175616,100,32879.369,74.580,32768,33100,32780.969,32872
762,21952,175616,100,32909.393,100.032,32765,33186,32781.445,32899
763,21952,175616,100,148.185,72.483,3,449,121.469,138
764,21952,175616,100,100.166,56.324,0,305,117.949,102
765,21952,175616,100,109.344,62.584,0,389,45.586,102
766,21952,175616,100,33038.233,183.668,32751,33939,32978.391,33001
767,21952,175616,100,33055.247,151.075,32740,34143,33008.543,33044
768,21952,175616,100,32977.312,117.109,32763,33613,32948.938,32968
769,21952,175616,100,32955.716,114.845,32751,33705,32996.953,32947
770,21952,175616,100,33121.519,176.887,32775,33778,33115.863,33117
771,21952,175616,100,33067.686,176.058,32753,34035,32988.367,33025
772,21952,175616,100,33254.246,211.001,32738,34055,33231.875,33227
773,21952,175616,100,33176.403,215.439,32780,34071,33178.395,33178
774,21952,175616,100,33188.862,236.837,32772,34160,32809.953,33183
775,21952,175616,100,33024.504,135.888,32765,33754,32950.438,32994
776,21952,175616,100,33333.813,278.540,32715,34343,33134.719,33288
777,21952,175616,100,1012.184,116.305,116,1695,954.844,1022
778,21952,175616,100,32761.001,170.976,31741,33145,32848.844,32800
779,21952,175616,100,948.903,252.818,0,2031,1063.102,1024
780,21952,175616,100,791.748,418.589,0,2278,17.797,999
781,21952,175616,100,868.075,306.049,0,2129,1047.867,967
782,21952,175616,100,973.735,240.376,0,1809,1059.961,1052
783,21952,175616,100,32454.500,435.710,31736,33241,32817.719,32706
784,21952,175616,100,382.930,148.618,0,1142,472.859,414
785,21952,175616,100,1127.133,200.158,119,1751,1100.750,1114
786,21952,175616,100,984.229,274.612,157,1513,1094.547,1089
787,21952,175616,100,32857.997,68.086,32763,33148,32776.535,32855
788,21952,175616,100,32783.139,82.088,31863,33250,32843.652,32801
789,21952,175616,100,32972.164,104.313,32769,33504,32955.621,32964
790,21952,175616,100,32751.861,194.764,31806,33254,32665.750,32779
791,21952,175616,100,33101.854,176.923,32742,33678,32782.219,33094
792,21952,175616,100,33020.299,95.351,32755,33576,33017.977,33006
793,21952,175616,100,907.579,308.459,26,1765,1065.324,1011
794,21952,175616,100,227.393,96.485,0,426,264.586,258
795,21952,175616,100,32613.447,302.187,31714,32976,32778.812,32735
796,21952,175616,100,32684.373,249.459,31740,33080,32786.875,32766
797,21952,175616,100,32433.816,476.623,31713,33361,31738.750,32699
798,21952,175616,100,33885.265,548.216,32724,36559,34027.301,33942
799,21952,175616,100,32737.975,215.320,31809,34222,32826.984,32775
800,21952,175616,100,33111.439,193.664,32769,33495,33214.242,33199
801,21952,175616,100,1042.402,163.690,0,1438,926.836,1063
802,21952,175616,100,82.127,46.368,0,236,0.000,91
803,21952,175616,100,33211.545,235.971,32788,34310,33007.977,33173
